Country,Week,Age_group,Alpha,Beta,Delta,Omicron,Other_variants,Total
CAN,202008,30 – 40,0,0,0,0,1,1
CAN,202008,40 – 50,0,0,0,0,1,1
CAN,202009,40 – 50,0,0,0,0,1,1
CAN,202009,50 – 60,0,0,0,0,2,2
CAN,202010,10 – 20,0,0,0,0,1,1
CAN,202010,20 – 30,0,0,0,0,2,2
CAN,202010,30 – 40,0,0,0,0,3,3
CAN,202010,40 – 50,0,0,0,0,2,2
CAN,202010,50 – 60,0,0,0,0,5,5
CAN,202010,60 – 70,0,0,0,0,5,5
CAN,202010,>= 80,0,0,0,0,2,2
CAN,202011,10 – 20,0,0,0,0,6,6
CAN,202011,20 – 30,0,0,0,0,19,19
CAN,202011,30 – 40,0,0,0,0,18,18
CAN,202011,40 – 50,0,0,0,0,21,21
CAN,202011,5 – 10,0,0,0,0,4,4
CAN,202011,50 – 60,0,0,0,0,33,33
CAN,202011,60 – 70,0,0,0,0,13,13
CAN,202011,70 – 80,0,0,0,0,9,9
CAN,202011,>= 80,0,0,0,0,12,12
CAN,202012,1 – 5,0,0,0,0,1,1
CAN,202012,10 – 20,0,0,0,0,17,17
CAN,202012,20 – 30,0,0,0,0,54,54
CAN,202012,30 – 40,0,0,0,0,57,57
CAN,202012,40 – 50,0,0,0,0,74,74
CAN,202012,5 – 10,0,0,0,0,5,5
CAN,202012,50 – 60,0,0,0,0,97,97
CAN,202012,60 – 70,0,0,0,0,67,67
CAN,202012,70 – 80,0,0,0,0,25,25
CAN,202012,>= 80,0,0,0,0,11,11
CAN,202013,1 – 5,0,0,0,0,10,10
CAN,202013,10 – 20,0,0,0,0,47,47
CAN,202013,20 – 30,0,0,0,0,151,151
CAN,202013,30 – 40,0,0,0,0,161,161
CAN,202013,40 – 50,0,0,0,0,182,182
CAN,202013,5 – 10,0,0,0,0,10,10
CAN,202013,50 – 60,0,0,0,0,209,209
CAN,202013,60 – 70,0,0,0,0,154,154
CAN,202013,70 – 80,0,0,0,0,107,107
CAN,202013,< 1,0,0,0,0,1,1
CAN,202013,>= 80,0,0,0,0,69,69
CAN,202014,1 – 5,0,0,0,0,2,2
CAN,202014,10 – 20,0,0,0,0,24,24
CAN,202014,20 – 30,0,0,0,0,75,75
CAN,202014,30 – 40,0,0,0,0,87,87
CAN,202014,40 – 50,0,0,0,0,117,117
CAN,202014,5 – 10,0,0,0,0,6,6
CAN,202014,50 – 60,0,0,0,0,111,111
CAN,202014,60 – 70,0,0,0,0,119,119
CAN,202014,70 – 80,0,0,0,0,63,63
CAN,202014,< 1,0,0,0,0,1,1
CAN,202014,>= 80,0,0,0,0,146,146
CAN,202015,1 – 5,0,0,0,0,1,1
CAN,202015,10 – 20,0,0,0,0,4,4
CAN,202015,20 – 30,1,0,0,0,24,25
CAN,202015,30 – 40,0,0,0,0,19,19
CAN,202015,40 – 50,0,0,0,0,20,20
CAN,202015,5 – 10,0,0,0,0,3,3
CAN,202015,50 – 60,0,0,0,0,32,32
CAN,202015,60 – 70,0,0,0,0,65,65
CAN,202015,70 – 80,0,0,0,0,85,85
CAN,202015,>= 80,0,0,0,0,207,207
CAN,202016,1 – 5,0,0,0,0,1,1
CAN,202016,10 – 20,0,0,0,0,13,13
